Ulasan_clean,rating,label
"Baterai sudah diterima dan langsung dipasang. Saat dipasang isi baterai sekitar 10%. Semoga awet.

Anehnya, baru dicharge kok cepet jadi keisi 100 persen.

Ketika saya bandingkan dengan baterai bawaan laptop, nampaknya agak beda. Keterangan produk berupa sticker, kalo bawaan laptop bukan sticker.

Packing rapi tanpa bubble wrap.",3,0
Trakasih pessnan sudah sampai,5,1
Barang selalu terbaik kwalitas no. 1..... Gooooooood,5,1
Makasih bos..............,5,1
"Produk Mantap, Kwalitas OK, TOO TOP TOP",5,1
"Mantap respon cepat, sukses selalu",5,1
"Mantap Jayahhh... 
Terimakasih bosku, semoga makin laris jualannya 👍",5,1
"Mantap Jaya... 
Terimakasih bosku, semoga makin laris jualannya 👍",5,1
Barang sesuai deskripsi untuk fungsi belum dicoba... moga aja mantap.....,5,1
"Produk sesuai, berfungsi baik dan packing rapi. Pengiriman cukup cepat.",5,1
"mantap kualitas OK, harga supermurah namun bukan murahan, langganan terussssssssss",5,1
"barang bagus, makasih gan",5,1
Keren gan terimakasih bnyk...barangnya sesuai sekali...cepet bgt sampai nya..sukses y gan,5,1
"pengiriman cepat,paket rapi,dan udah saya pasang  ok ok ok ok ok ok ok",5,1
barang mantaap. terimakasih,5,1
"Terima kasih, berfungsi dengan baik, semoga awet",5,1
Mantap barangnya dan pelayanan dan respon  memuaskan dan cepat,5,1
"Mantap sesuai pesanan barang Ok, pelayanan super",5,1
mantap barang sperti di gambar thanks tokopedia,5,1
"barang ok, kualitas OK, sesuai pesanan mantaplah",5,1
"belum dicoba, semoga lancar dan awet....",5,1
Paket rapih dan respon penjual cepat,4,1
Bagus dan murah harganya,4,1
Produk berkualitas pelayanan sempurna,5,1
bintangnya ada lima... :D,5,1
"berfungsi dengan baik, pengiriman cepat, semoga awet, terima kasih",4,1
Packing rapih bgt...barang cepat sampai...sudah ditest and work well...nice....👍,5,1
Packing rapi dan pengiriman cepat.. thanks,5,1
Pengiriman cepat...produk bagus rekomended,5,1
"mantabs, produknya murah meriah, respon cepet, paketan lumayan.. terimakasi saudara",5,1
"Barang sesuai deskripsi, packing oke, respon cepat, harga bersahabat, sukses AS komputer 👍",4,1
"Mantapzzzzzzz....,......,...........",5,1
MANtap produk ny sesuai dengan apa yg saya idam idamkan selama ini. .. bahagia nyaa ...,5,1
Pengiriman cepat dan bagus,5,1
Respon cepat &amp;service bagus.makasih,5,1
Barang nya udah dipakai... Output V dan A sesuai yg tertera pada unit.,5,1
MANTAP....MANTAP....MANTAP....,5,1
"fast respon,barang sesuai pesanan.terima kasih gan..recomended seller",5,1
"Barang sesuai pesanan, trims gan...",5,1
"Mantav djiwa, barang berfungsi baik",5,1
Sudah dua kali beli barang yg sama di sini.  produknya terjamin bagus.  sukses selalu,5,1
Thanks bos brang dah sampeeeee bos,4,1
"Barang sesuai pesanan,  EOM",4,1
Barang sesuai pesanan. Langsung saya gunakan dan Memuaskan. Terima kasih.,5,1
"Kualitas oke, pengiriman secepat kilat, respon kaya balas chat sama pacar (fast). Recomended seller",5,1
Respon cepat dan fungsi normal.sesuai deakripsi... thank you,5,1
"Kesesuaian dengan deskripsi
“Ukuran dan warna sesuai dengan foto dan deskripsi produk yang dijual”",3,0
Produk kualitas oke dan pengiriman rapih,4,1
Respon cepat the best recoment ni toko respertahankan ya bosku,5,1
Oke gannnnnn.............,4,1
"Barang bagus .. work 
Terimakasih",5,1
"Barang work100% , beli 2 work semua  thanks",5,1
"Barang mendarat dengan mulus gan! Fast respon bgt
Terimakasih",5,1
"Mantap, produk sangat bagus, respon cepat. Semoga awet. Terimakasih. Recommended seller!",5,1
"Recommended seller, tinggal dicoba",5,1
"Paling murah, dan tidak mengcewakan.. bagusss",5,1
Oke barang nyampe dan berfungsi semoga awet,5,1
"belum dicoba, tapi barang sudah sampai, kondisi baik, kemasan rapi aman. pengiriman cepat dan pelayanan prima",5,1
Cepat banget sampainya! Barang berfungsi dengan baik,5,1
"Barang sesuai keadaan sebenarnya, packing rapi.. Cmn gr2 kurir nya yg kurang cepat..",5,1
"barang sampai dgn selamat, packing baik, sesuai pesanan, bisa dipakai, semoga awet terima kasih",5,1
"Barang sesuai deskripsi dan bekerja dengan baik. Sejauh ini bisa nge-charge acer e5-411 ane dengan lancar tanpa panas berlebih. Semoga awet.
Seller juga cukup responsif",5,1
"Bagus, barang bekerja dgn baik. Semoga awet",5,1
Baguslah pokoknya recomended seller,5,1
"barangnya oke, sesuai deskripsi",5,1
Terima kasih.. barang sesuai harapan.. maaf baru di ulas,5,1
"respon cepat pagi order siang sampai,pakai gosend
barang di test ke laptop ok bisa cas",5,1
"Produk baik, respon baik, hanya saja maaf produk panas agak berlebihan",4,1
"Ukuran dan warna sesuai dengan foto. Produk bekerja dengan baik &amp; kuat Barang bagus, cepat sampai, recommended!",4,1
"Barang bagus, cepat sampai, recommended!",4,1
"Produk bekerja dengan baik, Barang bagus, cepat sampai, recommended!",4,1
Barang datang tepat waktu dan berfungsi dengan baik,5,1
Mantap proses cepat dan brg bagus. Makasih,5,1
"Seller responsif, packing ok, barang cocok",5,1
"kualitas barang bagus, produk sesuai",5,1
"Produk Bagus, packaging Bagus",5,1
.............................,5,1
Barang bagus respons cepat cocok buat acer E5 471 sayaa,5,1
Barang sesuai dan bisa dipakai,5,1
"Barang bagus, packing rapih, mudah2an awet...",5,1
"Brg dah sampai. cukup cepat tq bos,",5,1
Thanks gan barangnya sesuai,5,1
"Mantap, murah, compatible lgsg ngecas",5,1
Respon cepat dan packing sangat bagus,4,1
mudah-mudahan bisa awet,4,1
"Thanks gan. Cocok sm laptop ane, gak ada mslah",5,1
barang sesuai pesanan.terima kasih gan..,5,1
Produk sudah diterima dan sangat cocok untuk laptop acer e5 saya.terima kasih.,5,1
"kualitas produk sangat baik,harganya jg sangat baik.respon penjual sangat baik.
barangnya jg bagus..",5,1
Mantap pengiriman. Gak lama,5,1
"Produk cepat diterima, dan sesuai.
Tks gan.. 
Mantap. 👍👍",5,1
Produk oke . pengiriman cepat top 👌👌👌👌👌👌penjual ramah,5,1
"Alhamdulillah barang diterima dengan baik tidak ada cacat, meskipun sedikit agak lama kirim barangnya. Semoga barangnya bisa awet dan penjualnya mendapatkan keberkahan dan keberlimpahan. Terima kasih banyak.",5,1
"Ok, ...cuma charge full kok lama ya...",3,0
"Pengiriman cepat, packing rapi",5,1
Terima kasih barang sudah di tes bekerja dengan baik di Toshiba L735 saya.,5,1
Top bgt lah pokoknyaaaaa,5,1
"Mantap, proses cepat, barang dah dicoba, kompatible, sesuai spec.",5,1
pengiriman cepat dan berfungsi .. semoga awet,5,1
"sesuai gambar dan deskripsi, langsung dipasang dan dicoba berfungsi dengan baik. respon penjual sangat cepat sekali. terima kasih",5,1
Barang sesuai gambar produk.,3,0
Mantab adaptor ok. Pengiriman cepet. Semoga adaptor bisa awer.,5,1
Sesuai dengan deskripsi dan work,5,1
"Brgnya oke, pengiriman cpt, penjual sgt responsif..",5,1
"Sesuai deskripsi, berfungsi dgn baik.
Terimakasih... 👍",5,1
Okkk az dahh...... .....................,5,1
Mantaaap yuhu cepet nyampe rrcomend,4,1
Terimakasih barang sudah diterima,5,1
Saya coba di laptop Toshiba statellite L740 gk bisa tapi untuk packing nya udah rapi kok,3,0
"Murah, berfungsi dgn baik. Semoga awet sampai lamaaaa. Recomended to save your budget.",5,1
"Barang sudah diterima, respon cepat",5,1
"pengirimannya cepat, respon penjual bagus",5,1
"Bintang yg berbicara, Terimakasih gan sukses selalu",5,1
Barang mantaap makasih gan,5,1
"Cepat dan sesuai, josss top gan",4,1
"Barangnya nyampe, bagus, mulus
Verry well, good...",5,1
Barang mantap sesuai dengan keterangan,5,1
"Pesanannya di terima, packingnya rapi, semoga awet 😊",5,1
"Pekingnya rapi, semoga produknya tahan lama",5,1
Ghkljhvghhjjjkmlmbhhuuiookhgffddderyhhhjjjjkkk,2,0
"Mantab.. rapih.. dikotakin,, ujung kabel nya betuk L..",5,1
"mantap,thanks ya gan,,,",5,1
Sudah diterima. Berfungsi dengan baik. Semoga awet.,5,1
Proses lumayan. Cepat ..semoga awet..,4,1
mantaaaaaaaaaaaaaaaaaaav,5,1
Packing Baik. Barang Sesuai Pesanan,5,1
.Cepat Sampai. Packing Baik. Recommended Seller. TERIMA KASIH BOSKU..,5,1
"Packing rapi sampai susah dibuka sama anak saya,",4,1
Berfungsi dengan baik.. thx......,5,1
"Barang berfungsi dengan baik, packing baik, walaupun oem semoga saja awet",5,1
Produk bekerja dengan baik. Packing rapih.,4,1
"Beda dgn asli, tapi berfungsi dgn baik.",3,0
Sesuai dengan deskripsi 👍,5,1
Good quality produk n recomanded sellelr,5,1
Produknya sesuai gambar tidak lecet sedikitpun.,5,1
Sangat recommended. Sorenya order besok paginya udah nyampe barangnya juga OK,5,1
Mantap compatible with Toshiba L630,5,1
Ukuran dan warna sesuai dengan foto dan deskripsi produk yang dijual,5,1
beuuh mantap barangnya laptop saya bisa nyala lagi setelah sekian hari :D sesuai dengan foto nyaa mantaap. respon seller nya cepet padahal udah lebih dari jam 2 kirain mau dikirim besoknya ternyata hari itu juga dikirim mantap sangat (y) sukses terus (Y),5,1
Respon cepat dan barang sesuai. Namun agak lama dalam proses pengiriman oleh kurir. Intinya puas. Rekomendasi seller. Trima kasih.,5,1
"barang sudah diterima,, proses dan pengiriman cepat,, barang sudah dicoba dan berfungsi dengan baik,, terima kasih ya gan",5,1
Mantap barang oke gan....,5,1
"barang ssesuai pesanan, pengiriman cepat",5,1
Cepat sampai ke Bekasi 2 hari dan berfungsi normal juga ada kardusnya serta plastik nya... terimakasih,5,1
"Kemasan baik, produk sesuai deskripsi.. recommended seller..",4,1
Respon cepat the best recoment ni toko respertahankan ya bosku,5,1
Siiiiiiiiiiiiiippppppppppppppp,5,1
Terima kasih. Charger berfungsi dengan baik,4,1
barang sesuai pesanan.mantap,4,1
"Terima kasih barang sudah di terima, dan terima kasih atas respon yang baik, kesesuaian barang ok dan proses pengiriman cepat.",5,1
"barang sudah sampai, sesuai pesanan.terima kasih gan..",5,1
"Pengiriman cepat,  paking rapih tapi belum dicoba,  mudah2an ok",4,1
"Mantapppppp betullll ,kualitasnya terbaik",5,1
Produck mantap di pasanv lang pas,5,1
Deliverynya agak lambat..semoga barangnya awet.,4,1
Barang sudah sampai..terima kasih,5,1
"Kemasan nya plastik,,, bubble,,, kerdus,,, bubble,,, plastik,,,

Mantap berlapis2,,,

Colokan yg menuju ke laptop nya kurang gigit / kurang mantap nempelnya tp bisa ngecas,,,

Mantap Gan 👍👍👍",5,1
"Walaupun KW-SUPER tapi WORTH IT lah plus dikasih bubble wrap , terimakasih AS KOMPUTER, semoga sukses selalu buat Toko nya ^_^ ...",4,1
"Recomndd seller, barang aman n sesuai..",4,1
barang sesuai deskripsi.. laptop dapat di-charge,5,1
Good p3ngiriman cepat dapt di andalkan,4,1
Sdh landing dengan sempurna gan....packing ok.....charger berfungsi dengan baik....Nuhun.....,5,1
"pengiriman cepat, packing rapih.!!
GOOD 👍",5,1
"terima kasih gan , barang ok sesuai pesanan",5,1
mantap pol pokoknya..... lanjutkan,5,1
"layanan bagus, packing bagus, barang bagus,",4,1
"recomended seller , terima kasih gan..",5,1
Paking rapi. Bekerja normal,5,1
Terima kasih paket telah sampai,5,1
Belum dicoba.mudahan cocok dam awet,4,1
Produk bintang lima beli disini gaes,5,1
"respon cepat, barang sesuai pesanan, thanks gan",5,1
Nice produk dan pokoknya bagus deh haha,5,1
Barang sudah sampai sesuai pesanan. dan berfungsi dengan baik,5,1
"respon seller n pengiriman cepat, produk sesuai deskripsi",4,1
barang sudah diterima.sesuai pesanan.pengiriman jg cepat.,5,1
Order yg kedua dan tetap mantap...packing rapih..proses cepat..barang working well..chat drespone dgn baik..recsell bgt...👍,5,1
Barang sudah sampe dengan Selamat,5,1
barang sesuai pesanan.mantap.terima kasih gan..,5,1
"Good seller, barang cepat sampai",5,1
"Barang nya gak cocok sama ASUS X45A, Mouse gerak-gerak sendiri dan tidak bisa di pakai.",2,0
Barang secara fisik ok tapi secara output kurang sesuai .... sepertinya produk kw...tapi okelah sesuai harga,4,1
"Bagus.  Cepat.  Tanpa basa basi langsung kirim,  padahal hari libur.  Mantap lah",5,1
pengiriman cepat dan barang berfungsi dengan baik. top,5,1
sudah diterima dengan baik..mudah2an awet la..,4,1
Berfungsi dengan baik. Thanks,5,1
Barang sudah diterima dan sesuai pesanan. Trim&#39;s,5,1
Mantab jaya. Barang sesuai proses dan pengiriman cepat 👍,5,1
Cepat sampai dan berfungsi dgn baik,5,1
barangnya baguuussssss,5,1
Respon cepat the best recoment ni toko respertahankan ya bosku,5,1
paket sudah d terima. dan sudah d coba. berfungsi dgn baik untuk asus x45c. thanks,5,1
"lupa padalah pesan 2 item, mau ingatkan tapi keburu dikirim, ya sudahlah",4,1
makasiihhhh boooossssa,3,0
Mantab barang sesuai gambar sukses selalu ya gan,5,1
"barang sesuai..
pngiriman Good...",5,1
Barang bagus sesuai pesanan...,5,1
Berfungsi dengan baik... Thanks..,5,1
Bagus barangnya dan cepat respon nya,5,1
"Barang sesuai, Terima Kasih",4,1
Pelayanan cepat barangnya mantap,5,1
Mantab...barangnya sesuai...pengirimannya jg cepat sampai,5,1
Barang bagus..cepat sampai.. moga laris gan.,4,1
"terima kasih gan , barang sudah sampai.sesuai pesanan..",5,1
"Cocok, sudah dites, langsung on. Recomended, cepat sampai jg, terima kasih kaka.",4,1
"Tepat waktu, kemasan baik, sesuai deskripsi, bekerja baik",4,1
"Charger mirip sama foto yg tertera. Kondisi bagus, no cacat 💯",5,1
"kepala gak terlalu masuk semua ke 1215B, tapi bisa charge. penjual fast respon, top...",5,1
Mantap chargernya cocok dan nyala.  Semoga awet,5,1
Sip mantap barang sesuai thanks,4,1
barabg bagus bekerja normal. namun dalemnya koclak dan cukup panas. semoga awet dan lancar lancar ajah,4,1
"mantap cepat kirimnya, semoga awet bos",4,1
"Berfungsi dengan baik, semoga awet",5,1
"Ciamik dahhh... Cpt dtg dan siap pakai
Terima kasih Gan....",5,1
"Pengiriman cepat, adaptornya bekerja dengan baik",5,1
Bisa dipakai gan.mantap,5,1
"telah sampai dengan selamat, keadaan baik, dibungkus rapat, recommended!",4,1
"Barang sesuai, tapi sayang rusak gak bisa dipakai",1,0
Sesuai pesanan pengiriman cepat thanks,5,1
"Pesanan aman,cepat dan packing rapih",5,1
Barang sudah sampai. Semoga awet. Matur nuwun.,5,1
"Produk tidak pernah diterima, keterangan tokonya bahwa sudah dipickup menipu, toko tidak komunikatif dengan customernya",1,0
"Adaptor work dengan baik, semoga awet",5,1
Bisa digunakan dengan lancar....,5,1
Joooooooooooos Mantaaaaaaaaaaaaap !!!,4,1
Packing Baik. Barang Sesuai Pesanan,5,1
Mantap... Respon Penjual Cepat.. Langsng dikirim.. barang Bagus.. semoga Aweett..,5,1
Berfungsi dengan baik dan sesuai dengan tipe laptop,5,1
Baru dicoba sebentar... hasilnya memuaskan..bisa charge laptop asus,5,1
"Bagus original, fast respon &amp; proses.
Cmn tikinya aja skrg lemot ons dtg 2 hari. Kalo seller recomended bgt, sukses selalu gan!",5,1
"Barang cepat datang, sesuai pesanan ok",5,1
"Penjualnya responsif, bantuin nyari charger yg pas. Barang sesuai etalase.
Terima kasih",5,1
"saya baru pakai untuk 10 menit tapi charger sudah panas banget, tolong dibantu ini diretur apa gimana ya ? waktu sebelum beli tanya juga katanya original",1,0
"boleh, memang ketika di colokin pad tdak sedikit trouble..tp semua lancar...moga bagus n tahan lama",4,1
"Barang ok, pengiriman cepat. Semoga awet battery nya",4,1
Baterai dikirim dgn rapih dan tepat sesuai utk tipe laptop yg disebutkan.,5,1
Sip Gan.. Dah Ane terima barangnya..,4,1
"Produk sesuai pesanan, respon cepat",5,1
"mantap walau agannya salah krim barang, tapi udah di kirim lagi, thx gan recommended lohh 😁",5,1
Respon cepat..barang so far ga ada masalah..mdh2an awet ya,5,1
Terima kasih.. packing amat rapi.,5,1
Order part telah sampai. Respon cepat. Sesuai dengan diskripsi. Rekomendet seller dan terima kasih.,5,1
Good good good good good,5,1
"Berfungsi baik ,terima kasih",5,1
Barangnya sudah sampai gan terimakasih,4,1
"Gan yg ini belom dikirim ya..? Maaf baru kasih info karena barang baru masuk toko dan baru bongkar.

Ralat gan. Bukan belom terkirim. Tapi yg dikirim salah.",4,1
Barang ok sekali sesuai deskripsi,5,1
Dah langganan seh... mudah2an awet juga,5,1
Recommended seller gan,4,1
Pesanan sesuai pesana. Mantaf,4,1
"Alhamdulillah wasyukurilah, Walaupun kiriman yg pertama tidak cocok namun penjual sangat profesional dan berkenan mengganti dengan produk yang sesuai , alhamdulilah bisa di fungsikan dan manfaat , Terimakasih",4,1
Mantaaaaaaaaaaaaaaaaapppp,5,1
"Bagus, dan tepat waktu sampai ke tempat pengiriman",5,1
"Responsif, barang cepat sampai",5,1
mantaaappp...............,5,1
"Produk sudah digunakan 2 hari, dan sejauh ini baik baik saja. Seller pun merespon dengan baik pertanyaan dan permintaan saya sebagai konsumennya.",5,1
Mantaplah Sellernya Fast Respon,5,1
Trima kasih untuk pelayanan cukup memuaskan dan respon sangat cepat. Rekomended.,5,1
Pas sesuai ekspektasi.....,4,1
Bagus dan packing aman dan rapi,5,1
murah dan berkualitas..........  untuk kesekian kalinya belanja di sini.... puas,5,1
"Sip sampai jg...  Cepat mantap, tinggal di tes...",4,1
Barang sesuai deskripsi. Makasih.,5,1
"kemasan ok, di test ok, posisi baterai saat diterima masih 50% habisin dulu, baru di charge lagi, jangan2 ini baterai ORI pabrik :D",5,1
Sudah sampai ..tapi belom saya cek pasang...terimakasih,5,1
Respon cepat dan barang sesuai deskripsi..  Terima kasih,5,1
Mantaaaab barang sesuai orderan paking yg bagus......,5,1
"Barang diterima dan berfungsi dengan baik,  packing rapih. Mudah2an awet.",4,1
Mantaap awet nih batre...,5,1
"Barang bagus lahh, cuma kok stikernya diatas ya🤔",5,1
"barang sesuai deskripsi, kualitas bagus",5,1
Sesuai deskripsi respon cepat barang berkualitas dan berfungsi dengan baik,5,1
"Sesuai pesanan, proses cepat",5,1
"Pengiriman lumayan cepat. Kualitas barang baik. Pertama kali pasang daya baterai masih 51%, butuh 1 jam utk fully charging 100%. Semoga awet utk pemakaian kedepannya 👍",5,1
Barang sudah sampai.. Bagus. Semoga awet dan jika rusak garansi benar benar berlaku,5,1
Gooddd produckk....bgt dahh,5,1
Barang sesuai dan cocok dg notebook aye,5,1
"Berfungsi baik ,terima kasih",5,1
Mantap pelayanan cepat...respon cepat...,5,1
"ukuran dan warna produk sesuai dengan deskripsi  produk yang dijual, recomend.",5,1
"Batery bagus, tested Ok",5,1
Batere laptop berfungsi dgn baik. Tks.,5,1
Brightness panel jelek sekali,3,0
"barang sesuai pesanan, thanks gan...",5,1
Mantaaaaaaaaaaaaaaaaaaaapppp,5,1
"Sudah dipasang dan dites, lancar, makasih gan ,🙏",5,1
Barang good....pesenan sesuai,5,1
Mantap... sampai 6 jam..................,5,1
trimakasih barang sudah sampai dengan selamat tes ok,4,1
"Barang sudah sampai, makasih",5,1
Paket sudah diterima gan...,4,1
"Trims, Barang sudah sampai dalam keadaan baik, tapi belum dicoba,  respon cepat",5,1
barang sudah sampai....belum dicoba mudah2an gak ada kendala...ty gan,5,1
Packing baik dan barang sesuai pesanan,4,1
"Sesuai dengan deskripsi dan berfungsi dengan baik. Barang cepat sampai, Recommended Seller.",5,1
"Produk sesuai deskripsi, pelayanan sangat cepat, packing rapi, pokoknya mantap! Sukses terus tokonya, two thumbs up!",5,1
